orchestra_id,orchestra,orchestra_count,date,title,text,link
134,セルビア日本音楽交流推進の会 3人のピアニストが奏でる音の輪,1,2019-11-04,セルビア日本音楽交流推進の会 3人のピアニストが奏でる音の輪,●セルビア日本音楽交流推進の会 3人のピアニストが奏でる音の輪2019年11月4日(月)目黒パーシモン小ホールLP DUO： 崩壊ーレオニード・シェイカのためのオスティナート （日本初演）  ライチコビッチ： 貴方のいないデュエット （日本初演）  ティルマン： Until We Meet Again （日本初演）  他,http://i-amabile.com/concert/serbia_society191104
237,梨本宮里ピアノデュオ Contemporary Piano Duo Concert「響鳴」,1,2019-11-02,梨本宮里ピアノデュオ Contemporary Piano Duo Concert「響鳴」,●梨本宮里ピアノデュオ Contemporary Piano Duo Concert「響鳴」2019年11月2日(土)公園通りクラシックスRaimo Kangro： Klimper Op.20 No.4 （日本初演）  川上統： 越前海月 (2019年改訂版) （世界初演）  他,http://i-amabile.com/concert/nashimiyapduo191102
161,浦和フィルハーモニー管弦楽団 ,1,2019-10-27,浦和フィルハーモニー管弦楽団 第６７回定期演奏会,●浦和フィルハーモニー管弦楽団 第６７回定期演奏会2019年10月27日(日)彩の国さいたま芸術劇場音楽ホール　佐藤 寿一（当団音楽監督）指揮フェルフルスト： 交響曲ホ短調 （日本初演）  他,http://i-amabile.com/concert/urawaphil67
284,筑波研究学園都市吹奏楽団 ,1,2019-10-27,筑波研究学園都市吹奏楽団 第33回定期演奏会,●筑波研究学園都市吹奏楽団 第33回定期演奏会2019年10月27日(日)茨城県つくば市ノバホール　野宮 敏明指揮ミゲル・アシンス・アルボ： バレエ （日本初演）  他,http://i-amabile.com/concert/tsukuba_toshibrass33
270,Otodémie / オトデミー 吹奏楽×Art音楽会『波紋... かさなり、交差する。』,1,2019-10-27,Otodémie / オトデミー 吹奏楽×Art音楽会『波紋... かさなり、交差する。』,●Otodémie / オトデミー 吹奏楽×Art音楽会『波紋... かさなり、交差する。』2019年10月27日(日)三鷹市公会堂 光のホール（東京都三鷹市野崎1-1-1）　小野杏奈指揮C.ドビュッシー： 海 - 3つの交響的素描(交響吹奏楽版) （日本初演）  樽屋雅徳： マードックからの最後の手紙(交響吹奏楽版) （世界初演）  他,http://i-amabile.com/concert/otodemie191027
178,ジュンス(p)×高瀬啓伍 TOUR 2019 of From BOOGIE to The FUTURE -FINAL-,1,2019-10-19,ジュンス(p)×高瀬啓伍 TOUR 2019 of From BOOGIE to The FUTURE -FINAL-,●ジュンス(p)×高瀬啓伍 TOUR 2019 of From BOOGIE to The FUTURE -FINAL-2019年10月19日(土)TheGLEE高瀬啓伍： Boogie Woogie Lives On （世界初演）  他,http://i-amabile.com/concert/junss_keigo191019
108,ハンガリーフェア実行委員会 ÁDÁM GYÖRGY Piano Recital 2019 Final,1,2019-10-15,ハンガリーフェア実行委員会 ÁDÁM GYÖRGY Piano Recital 2019 Final,●ハンガリーフェア実行委員会 ÁDÁM GYÖRGY Piano Recital 2019 Final2019年10月15日(火)Bunkamura オーチャードホールアダム・ジョージ： オリジナル楽曲 （日本初演）  他,http://i-amabile.com/concert/concert191015
150,あんさんぶるおとまつコンサート２０１９,1,2019-10-06,あんさんぶるおとまつコンサート２０１９,●あんさんぶるおとまつコンサート２０１９2019年10月6日(日)柏屋楽器 FORUM ホール（埼玉県さいたま市浦和区岸町7-1-9、JR「浦和」駅西口より徒歩約７分）池之上覚皇： 弦楽六重奏のための委嘱作品（仮称） （世界初演）  他,http://i-amabile.com/concert/otomatsu2019
141,トリオ・ラディアンス ファーストコンサート,1,2019-10-06,トリオ・ラディアンス ファーストコンサート,●トリオ・ラディアンス ファーストコンサート2019年10月6日(日)金沢21世紀美術館　シアター21マーレ： オーボエ・ファゴット・ピアノのための三重奏曲（日本初演） （日本初演）  他,http://i-amabile.com/concert/trioradiance191006
247,川口交響吹奏楽団 ,1,2019-09-29,川口交響吹奏楽団 第２３回定期演奏会,●川口交響吹奏楽団 第２３回定期演奏会2019年9月29日(日)川口総合文化センター・リリア メインホール(京浜東北線 川口駅西口より徒歩1分)　佐藤知之（VIVID BRASS TOKYO コルネット奏者）指揮編曲:小泉貴久： Latina Paradise～川響オリジナルアレンジ～ （世界初演）  他,http://i-amabile.com/concert/kawaguchi_sym_wind23
0,オーケストラ・ナデージダ ,11,2019-09-28,オーケストラ・ナデージダ 第20回演奏会,●オーケストラ・ナデージダ 第20回演奏会2019年9月28日(土)府中の森芸術劇場 ウィーンホール　渡辺 新指揮ヴィレーン： 演奏会用序曲第1番 作品2 （日本初演）  他,http://i-amabile.com/concert/nadezhda20
139,NODUS vol.2 -谺する息吹-,1,2019-09-16,NODUS vol.2 -谺する息吹-,●NODUS vol.2 -谺する息吹-2019年9月16日(月)トーキョーコンサーツ・ラボ　浦部雪指揮ハインツ・ホリガー： 木管五重奏のための”h” （日本初演）  他,http://i-amabile.com/concert/nodus2
8,アンサンブル・フリーEAST ,4,2019-09-16,アンサンブル・フリーEAST 第12回演奏会,●アンサンブル・フリーEAST 第12回演奏会2019年9月16日(月)ティアラこうとう大ホール　浅野亮介指揮R.ナシフ： mindfulness of breathing [委嘱作品/アジア初演] （日本初演）  他,http://i-amabile.com/concert/ensemblefree_east12
225,松戸シティフィルハーモニー管弦楽団 ,1,2019-09-15,松戸シティフィルハーモニー管弦楽団 第41回定期演奏会,●松戸シティフィルハーモニー管弦楽団 第41回定期演奏会2019年9月15日(日)森のホール２１　大ホール　尾崎晋也指揮エネスク： 交響組曲「ルーマニアの詩」 （日本初演）  他,http://i-amabile.com/concert/matsudo_cpo41
158,市川学園オーケストラ部 2019 Summer Concert,1,2019-08-23,市川学園オーケストラ部 2019 Summer Concert,●市川学園オーケストラ部 2019 Summer Concert2019年8月23日(金)習志野文化ホールA.メンケン： オーケストラのための「アラジン」組曲 （世界初演）  他,http://i-amabile.com/concert/igochp190823
5,絶頂 ,4,2019-08-17,絶頂 第二回 絶頂（19:00公演）,●絶頂 第二回 絶頂（19:00公演）2019年8月17日(土)宮城野区文化センター　パトナシアター大久保雅基： 弦楽四重奏と声のための新作 （世界初演）  他,http://i-amabile.com/concert/zetcho190817_2
5,絶頂 ,4,2019-08-17,絶頂 第二回 絶頂（15:00公演）,●絶頂 第二回 絶頂（15:00公演）2019年8月17日(土)宮城野区文化センター　パトナシアター大久保雅基： 弦楽四重奏と声のための新作 （世界初演）  他,http://i-amabile.com/concert/zetcho190817_1
310,ベートーヴェンの会 ,1,2019-08-15,ベートーヴェンの会 第3回公演　“軽井沢の音楽会2019”,●ベートーヴェンの会 第3回公演　“軽井沢の音楽会2019”2019年8月15日(木)軽井沢大賀ホールショパン： ピアノ協奏曲 第2番 （日本初演）  他,http://i-amabile.com/concert/beethoven_club3
245,麻布学園OBオーケストラ特別演奏会2019,1,2019-08-12,麻布学園OBオーケストラ特別演奏会2019,●麻布学園OBオーケストラ特別演奏会20192019年8月12日(月)サントリーホール大ホール　鈴木優人指揮黒田崇宏： Let’s also be careful about small things II （世界初演）  他,http://i-amabile.com/concert/azabu_ob190812
277,「平和を願う」パイプオルガンの響き〜紛争の国から〜,1,2019-08-11,「平和を願う」パイプオルガンの響き〜紛争の国から〜,●「平和を願う」パイプオルガンの響き〜紛争の国から〜2019年8月11日(日)仙台カテドラル　元寺小路教会A. ピエルッチ： ミサ曲『永遠のエルサレム』 （日本初演）  他,http://i-amabile.com/concert/seichi_no_kodomo190811
295,中山美輝 パーカッションリサイタル (公財)青山音楽財団新人助成公演,1,2019-08-09,中山美輝 パーカッションリサイタル (公財)青山音楽財団新人助成公演,●中山美輝 パーカッションリサイタル (公財)青山音楽財団新人助成公演2019年8月9日(金)京都・青山音楽記念館バロックザール稲谷祐亮： カホンソロのための「dia-Monolog/mono-Dialog 自問、渦渦渦…」 （世界初演）  他,http://i-amabile.com/concert/concert190809
24,NUJ.Project 死女の唄（シビトノウタ）,2,2019-08-09,NUJ.Project 死女の唄（シビトノウタ）,●NUJ.Project 死女の唄（シビトノウタ）2019年8月9日(金)杉並公会堂小ホール石川潤： 胎児よ　−　夢野久作「ドグラマグラ」より （世界初演）  石川潤： お兄さま、お兄さま　−　夢野久作「ドグラマグラ」より （世界初演）  石川潤： 百年待っていて下さい　−　夏目漱石「夢十夜」から「第一夜」より （世界初演）  石川潤： 恨みわび　−　百人一首 より （世界初演）  石川潤： わが心の楽しさを思ひ玉へ　−　森鴎外「舞姫」より （世界初演）  他,http://i-amabile.com/concert/nuj190809_2
24,NUJ.Project 死女の唄（シビトノウタ）,2,2019-08-09,NUJ.Project 死女の唄（シビトノウタ）,●NUJ.Project 死女の唄（シビトノウタ）2019年8月9日(金)杉並公会堂小ホール石川潤： 胎児よ　−　夢野久作「ドグラマグラ」より （世界初演）  石川潤： お兄さま、お兄さま　−　夢野久作「ドグラマグラ」より （世界初演）  石川潤： 百年待っていて下さい　−　夏目漱石「夢十夜」から「第一夜」より （世界初演）  石川潤： 恨みわび　−　百人一首 より （世界初演）  石川潤： わが心の楽しさを思ひ玉へ　−　森鴎外「舞姫」より （世界初演）  石川潤： わたしを覚えて （世界初演）  他,http://i-amabile.com/concert/nuj190809
220,絶頂　山形サロンコンサート,1,2019-07-30,絶頂　山形サロンコンサート,●絶頂　山形サロンコンサート2019年7月30日(火)gura　ラウンジホール弦楽四重奏と声のための新作：  （世界初演）  他,http://i-amabile.com/concert/zetcho190730
251,東京フルトヴェングラー研究会管弦楽団 ,1,2019-07-27,東京フルトヴェングラー研究会管弦楽団 第50回記念定期演奏会,●東京フルトヴェングラー研究会管弦楽団 第50回記念定期演奏会2019年7月27日(土)小松川さくらホール　野口 剛夫指揮野口剛夫： 序曲《蜘蛛の糸》 （世界初演）  他,http://i-amabile.com/concert/fitpo50
169,信長貴富作品展実行委員会 独唱と重唱で楽しむ　信長貴富作品展PartⅡ,1,2019-07-22,信長貴富作品展実行委員会 独唱と重唱で楽しむ　信長貴富作品展PartⅡ,●信長貴富作品展実行委員会 独唱と重唱で楽しむ　信長貴富作品展PartⅡ2019年7月22日(月)東京文化会館小ホール信長貴富： 『那珂太郎の詩による三つの歌曲』 （世界初演）  他,http://i-amabile.com/concert/nobunaga_concert190722
113,淡座 影も溜らず ー 淡座リサイタルシリーズVol.1 桑原ゆう個展,1,2019-07-19,淡座 影も溜らず ー 淡座リサイタルシリーズVol.1 桑原ゆう個展,●淡座 影も溜らず ー 淡座リサイタルシリーズVol.1 桑原ゆう個展2019年7月19日(金)東京オペラシティ リサイタルホール　水戸博之指揮桑原ゆう： だんだらの陀羅尼 （日本初演）  桑原ゆう： ラットリング・ダークネス （日本初演）  桑原ゆう： 月すべりⅡ （世界初演）  桑原ゆう： 影も溜らず （日本初演）  桑原ゆう： 柄と地、絵と余白、あるいは表と裏 （日本初演）  桑原ゆう： にほふ （世界初演）  他,http://i-amabile.com/concert/awaiza190719
125,日髙 剛 20周年 ホルンリサイタル,1,2019-07-13,日髙 剛 20周年 ホルンリサイタル,●日髙 剛 20周年 ホルンリサイタル2019年7月13日(土)東京文化会館山田栄二/委嘱作曲： A Dranken Man(酔う人) （世界初演）  他,http://i-amabile.com/concert/concert190713_2
109,The Stellar Nights Grand Orchestra デビューコンサート,1,2019-07-12,The Stellar Nights Grand Orchestra デビューコンサート,●The Stellar Nights Grand Orchestra デビューコンサート2019年7月12日(金)渋谷区文化総合センター大和田 さくらホール （東京都）SNGO： Stellar Nights Serenade など、オリジナル曲、オリジナルアレンジ多数 （世界初演）  他,http://i-amabile.com/concert/sngo1
40,八千代フェスティバルバンド ,2,2019-06-30,八千代フェスティバルバンド 第8回ポップスコンサート～音楽でつなぐ聖火リレー,●八千代フェスティバルバンド 第8回ポップスコンサート～音楽でつなぐ聖火リレー2019年6月30日(日)勝田台文化センター　泉　翔士指揮泉　翔士（編曲）： A列車で行こう～ピアノ・ソロ・フィーチャー （世界初演）  他,http://i-amabile.com/concert/yachifes190630
79,リキ・フィルハーモニッシェス・オーケストラ  ,1,2019-06-29,リキ・フィルハーモニッシェス・オーケストラ  第8回定期演奏会,●リキ・フィルハーモニッシェス・オーケストラ  第8回定期演奏会2019年6月29日(土)杉並公会堂 大ホール　長野力哉指揮ダルベール： 歌劇「低地」交響的前奏曲 （日本初演）  他,http://i-amabile.com/concert/riki_phil8
167,音楽集団 おとつくらぼ ,1,2019-06-23,音楽集団 おとつくらぼ 第１回 新作 演奏会,●音楽集団 おとつくらぼ 第１回 新作 演奏会2019年6月23日(日)堀江アルテ西山怜志： 青春の軌跡「吹奏楽部」　Ⅰ．ファースト・プラクティス　Ⅱ．ファースト・セッション　Ⅲ．ファースト・パフォーマンス （世界初演）  谷川尚弘： 鍵盤ハーモニカ、リコーダー、ピアノのためのディヴェルティメント （世界初演）  湯地晃太郎： 萌芽 (The Awakening of Identity) （世界初演）  湯地晃太郎： おばんです舞曲 （世界初演）  得本和音： 木管五重奏の為の「パレット」 （世界初演）  得本和音： 旱天の慈雨 （世界初演）  他,http://i-amabile.com/concert/ototsukulabo1
41,渋谷幕張高校吹奏楽部 ,2,2019-06-23,渋谷幕張高校吹奏楽部 第35回定期演奏会,●渋谷幕張高校吹奏楽部 第35回定期演奏会2019年6月23日(日)本校田村記念講堂　近藤礼隆　他指揮他,http://i-amabile.com/concert/shibumaku_wo35
11,上智大学吹奏楽研究会 ,3,2019-06-22,上智大学吹奏楽研究会 第58回 上南交歓演奏会,●上智大学吹奏楽研究会 第58回 上南交歓演奏会2019年6月22日(土)めぐろパーシモンホール 大ホール　上智大学：斉木眞之介（正指揮者）、田代咲紀（副指揮者）、南山大学：小塚ひとみ（正指揮者）、渡壁歩美（副指揮者）指揮Bert Appermont： Battle of Hearts Symphonic Poem （日本初演）  他,http://i-amabile.com/concert/sophiaconcertband190622
37,横浜バッカスブラスオーケストラ！ ,2,2019-06-09,横浜バッカスブラスオーケストラ！ 第40回定期演奏会,●横浜バッカスブラスオーケストラ！ 第40回定期演奏会2019年6月9日(日)カルッツかわさき　倭文 純指揮フィリップ･スパーク： シンフォニエッタ No.5－Yokohama Festival－ （世界初演）  フィリップ･スパーク： バッカナリア （世界初演）  他,http://i-amabile.com/concert/yokohama_bacchusbrass40
94,幻の楽器 バリトン～エステルハージー・アンサンブル日本公演 ～ in 福岡,1,2019-06-07,幻の楽器 バリトン～エステルハージー・アンサンブル日本公演 ～ in 福岡,●幻の楽器 バリトン～エステルハージー・アンサンブル日本公演 ～ in 福岡2019年6月7日(金)西南学院大学コミュニティセンターホールルイージ・トマジーニ： バリトン三重奏 （日本初演）  他,http://i-amabile.com/concert/concert190607
154,幻の楽器 バリトン～エステルハージー・アンサンブル日本公演 ～ in 水戸,1,2019-06-02,幻の楽器 バリトン～エステルハージー・アンサンブル日本公演 ～ in 水戸,●幻の楽器 バリトン～エステルハージー・アンサンブル日本公演 ～ in 水戸2019年6月2日(日)水戸奏楽堂ルイージ・トマジーニ： バリトン三重奏 （日本初演）  他,http://i-amabile.com/concert/concert190602
289,幻の楽器 バリトン～エステルハージー・アンサンブル日本公演,1,2019-06-01,幻の楽器 バリトン～エステルハージー・アンサンブル日本公演,●幻の楽器 バリトン～エステルハージー・アンサンブル日本公演2019年6月1日(土)鎌倉 佐助サロン（神奈川県鎌倉市佐助１－２－４７）ルイージ・トマジーニ： バリトン三重奏 （日本初演）  他,http://i-amabile.com/concert/concert190601_2
232,アンサンブル・オーケストラ・ノット オーケストラ・ノット特別演奏会,1,2019-05-26,アンサンブル・オーケストラ・ノット オーケストラ・ノット特別演奏会,●アンサンブル・オーケストラ・ノット オーケストラ・ノット特別演奏会2019年5月26日(日)スターツおおたかの森ホール　山上紘生指揮ベールマン： アダージョ（クラリネットと弦楽オーケストラのための （日本初演）  ディーテ： バスクラリネットのためのロマンス（管楽伴奏版） （日本初演）  他,http://i-amabile.com/concert/ensemble_knot190526
35,アンサンブル・フリー ,2,2019-05-26,アンサンブル・フリー 第２９回演奏会,●アンサンブル・フリー 第２９回演奏会2019年5月26日(日)尼崎市総合文化センターあましんアルカイックホール　浅野亮介指揮薮田翔一： 歌曲集『小倉百人一首』より「悲歌集」 （世界初演）  他,http://i-amabile.com/concert/ensemblefree29
87,アンサンブル エヴォリュエ ,1,2019-05-19,アンサンブル エヴォリュエ 第15回演奏会「地球」,●アンサンブル エヴォリュエ 第15回演奏会「地球」2019年5月19日(日)いずみホール　飯沼京子指揮信長貴富： 進め、進め     ほか （世界初演）  他,http://i-amabile.com/concert/ensemble_evoluer15
78,Trio Horamiro トリオ・ホレミーロ Trio Horamiro Hall Concert Vol.One,1,2019-05-17,Trio Horamiro トリオ・ホレミーロ Trio Horamiro Hall Concert Vol.One,●Trio Horamiro トリオ・ホレミーロ Trio Horamiro Hall Concert Vol.One2019年5月17日(金)渋谷区文化総合センター大和田 伝承ホールバーンスタイン(編曲 石川潤)： 組曲「ウエスト・サイド物語」より （世界初演）  他,http://i-amabile.com/concert/horamiro_trio1190517
202,水谷川優子チェロリサイタルvol.12,1,2019-05-10,水谷川優子チェロリサイタルvol.12,●水谷川優子チェロリサイタルvol.122019年5月10日(金)紀尾井ホールラルフ・ゴトーニ： 「十牛図」より2つの瞑想曲 （世界初演）  他,http://i-amabile.com/concert/yuko_miyagawa190510
121,Bari-Tuba Ensemble Legend Of Dragon 3rd Concert,1,2019-05-05,Bari-Tuba Ensemble Legend Of Dragon 3rd Concert,●Bari-Tuba Ensemble Legend Of Dragon 3rd Concert2019年5月5日(日)ティアラこうとう小ホールG.ホルスト： 組曲「惑星」より「火星」「木星」 （世界初演）  他,http://i-amabile.com/concert/baritubaensemblelod3
254,PRIEM WIND ENSEMBLE ,1,2019-05-03,PRIEM WIND ENSEMBLE 第８回演奏会,●PRIEM WIND ENSEMBLE 第８回演奏会2019年5月3日(金)三鷹市芸術文化センター 風のホール　隠岐 徹指揮丹生 ナオミ： 朱雀抄 離宮  (PRIEM WIND ENSEMBLE委嘱作品) （世界初演）  他,http://i-amabile.com/concert/priem_we8
190,風刺とユーモアのスペイン楽団「墓の魚　PEZ DE TUMBA」 スペインの魔女の音楽,1,2019-04-28,風刺とユーモアのスペイン楽団「墓の魚　PEZ DE TUMBA」 スペインの魔女の音楽,●風刺とユーモアのスペイン楽団「墓の魚　PEZ DE TUMBA」 スペインの魔女の音楽2019年4月28日(日)松本記念音楽迎賓館　黒実音子指揮黒実音子： 糞尿の詩 （世界初演）  他,http://i-amabile.com/concert/tumba190428
85,新宿区吹奏楽団 ,1,2019-04-21,新宿区吹奏楽団 第30回定期演奏会,●新宿区吹奏楽団 第30回定期演奏会2019年4月21日(日)新宿区立新宿文化センター・大ホール　石津　成人指揮広瀬 勇人： 夜警 ～光と影（第30回定期演奏会記念 委嘱作品） （世界初演）  他,http://i-amabile.com/concert/shinjuku_wo30
304,en-DO,1,2019-03-29,en-DO第1回新作展,●en-DO第1回新作展2019年3月29日(金)大倉山記念館尾形敏幸： 2つのキャバレーソング （日本初演）  尾崎友樹： 人形のまどろみ （日本初演）  後藤宏和： 迷霧 （日本初演）  迫歩実： 月下 （日本初演）  湖口浩朗： めぎちゃん （日本初演）  他,http://i-amabile.com/concert/endo1
8,アンサンブル・フリーEAST ,4,2019-03-17,アンサンブル・フリーEAST 第11回演奏会,●アンサンブル・フリーEAST 第11回演奏会2019年3月17日(日)ティアラこうとう　浅野亮介指揮逢坂裕： 交響曲 （世界初演）  他,http://i-amabile.com/concert/ensemblefree_east11
244,Ensemble Tacet Concert 2019,1,2019-03-16,Ensemble Tacet Concert 2019,●Ensemble Tacet Concert 20192019年3月16日(土)府中の森芸術劇場　ウィーンホール長野雄行： 新作 （世界初演）  他,http://i-amabile.com/concert/ens_tacet190316
56,Les gens de la Liberté Agnus dei 〜追憶〜,1,2019-03-11,Les gens de la Liberté Agnus dei 〜追憶〜,●Les gens de la Liberté Agnus dei 〜追憶〜2019年3月11日(月)浦安音楽ホール コンサートホール　石﨑匠馬、麻生海督指揮麻生海督： “Agnus dei” （世界初演）  他,http://i-amabile.com/concert/lgdlliberte190311
95,まちかね山吹奏楽団 ,1,2019-03-10,まちかね山吹奏楽団 第17回定期演奏会,●まちかね山吹奏楽団 第17回定期演奏会2019年3月10日(日)豊中市立文化芸術センター大ホール　小野川昭博　他指揮アレクサンダー・コミタス： カンサイ ラプソディ （世界初演）  他,http://i-amabile.com/concert/machikane17
301,甲東ヌーヴェルヴァーグ・ウインドオーケストラ ,1,2019-03-10,甲東ヌーヴェルヴァーグ・ウインドオーケストラ 第10回記念定期演奏会,●甲東ヌーヴェルヴァーグ・ウインドオーケストラ 第10回記念定期演奏会2019年3月10日(日)兵庫県立芸術文化センター　KOBELCO大ホール　永田隆博、新居優指揮福島弘和： 委嘱作品 （世界初演）  他,http://i-amabile.com/concert/koto_nouvellevague10
201,ＴＢＳラジオ事業部 つながる心 つながる力 みんなでつくる復興コンサート2019,1,2019-03-09,ＴＢＳラジオ事業部 つながる心 つながる力 みんなでつくる復興コンサート2019,●ＴＢＳラジオ事業部 つながる心 つながる力 みんなでつくる復興コンサート20192019年3月9日(土)多賀城市民会館　大ホール　大井剛史指揮他,http://i-amabile.com/concert/tbsradio190309
159,風祭真由・榎政則 デュオリサイタル,1,2019-03-02,風祭真由・榎政則 デュオリサイタル,●風祭真由・榎政則 デュオリサイタル2019年3月2日(土)STUDIO VIRTUOSI榎政則： impro visation （世界初演）  他,http://i-amabile.com/concert/kazamatsuri_enoki190302
40,八千代フェスティバルバンド ,2,2019-02-24,八千代フェスティバルバンド 第10回スペシャルコンサート,●八千代フェスティバルバンド 第10回スペシャルコンサート2019年2月24日(日)八千代市市民会館大ホール　泉　翔士、武井大輔指揮石原勇太郎： 祝典への前奏曲-八千の響き、悠久の代 （世界初演）  他,http://i-amabile.com/concert/yachifes190224
64,東邦音楽大学ホルンアンサンブル  ,1,2019-02-16,東邦音楽大学ホルンアンサンブル  第20回定期演奏会,●東邦音楽大学ホルンアンサンブル  第20回定期演奏会2019年2月16日(土)日暮里サニーホール　澤 敦指揮他,http://i-amabile.com/concert/magical_escargot20
151,2019 青春の音楽祭♪,1,2019-02-03,2019 青春の音楽祭♪,●2019 青春の音楽祭♪2019年2月3日(日)なるお文化ホール(西宮東高校ホール)　安田勝亮指揮他,http://i-amabile.com/concert/seisyunnoongakusai190203
144,ナリキヨトリオ×新日本BGMフィルハーモニー管弦楽団 ナリキヨトリオ×新日本BGMフィル ゲーム音楽の競演,1,2019-01-27,ナリキヨトリオ×新日本BGMフィルハーモニー管弦楽団 ナリキヨトリオ×新日本BGMフィル ゲーム音楽の競演,●ナリキヨトリオ×新日本BGMフィルハーモニー管弦楽団 ナリキヨトリオ×新日本BGMフィル ゲーム音楽の競演2019年1月27日(日)日暮里サニーホールコンサートサロン他,http://i-amabile.com/concert/narikiyo_bgm190127
206,時の終わりの為の四重奏,1,2019-01-05,時の終わりの為の四重奏,●時の終わりの為の四重奏2019年1月5日(土)鶴見区民文化センターサルビアホール3F音楽ホール坂口慧： 夕暮れ色のバラード （日本初演）  他,http://i-amabile.com/concert/concert190105
119,東京大學サクソフォン同好会 10周年記念演奏会,1,2019-01-05,東京大學サクソフォン同好会 10周年記念演奏会,●東京大學サクソフォン同好会 10周年記念演奏会2019年1月5日(土)渋谷区文化総合センター大和田　伝承ホール長生淳： 記念委嘱作品 （世界初演）  江原大介： 記念委嘱作品 （世界初演）  他,http://i-amabile.com/concert/utsaxmate190105
274,Decembre Concert 〜ヴァイオリン・サックス・ピアノのトリオ〜,1,2018-12-28,Decembre Concert 〜ヴァイオリン・サックス・ピアノのトリオ〜,●Decembre Concert 〜ヴァイオリン・サックス・ピアノのトリオ〜2018年12月28日(金)名曲喫茶カデンツァシェーンフィールド： トリオより(サックス版) （日本初演）  他,http://i-amabile.com/concert/concert181228
241,會田瑞樹 ヴィブラフォンリサイタル 〜旅するヴィブラフォン〜,1,2018-12-25,會田瑞樹 ヴィブラフォンリサイタル 〜旅するヴィブラフォン〜,●會田瑞樹 ヴィブラフォンリサイタル 〜旅するヴィブラフォン〜2018年12月25日(火)杉並公会堂小ホール　須田陽指揮権代敦彦： ヴィブラフォンと弦楽オーケストラのための  　　　《Sæwol 〜海から〜》（會田瑞樹委嘱作品/2018）　　　 （日本初演）  他,http://i-amabile.com/concert/mizukiaita181225
75,西東京フィルハーモニーオーケストラ ,1,2018-12-24,西東京フィルハーモニーオーケストラ 第26回定期演奏会,●西東京フィルハーモニーオーケストラ 第26回定期演奏会2018年12月24日(月)保谷こもれびホール メインホール　和田 一樹指揮リムスキー＝コルサコフ： 「クリスマス・イヴ」組曲 （日本初演）  他,http://i-amabile.com/concert/nishitokyo_po26
135,管楽合奏は楽しい会? ,1,2018-12-23,管楽合奏は楽しい会? 第51回定期演奏会,●管楽合奏は楽しい会? 第51回定期演奏会2018年12月23日(日)北とぴあ　ドームホール　岡添隆、森川　一指揮ウェーバー： 6つのワルツ （日本初演）  他,http://i-amabile.com/concert/windensemble_tanoshii51
308,Brass Ensemble Saturday （ブラス・アンサンブル・サタデー） ,1,2018-12-15,Brass Ensemble Saturday （ブラス・アンサンブル・サタデー） 第11回定期演奏会 ～古（いにしえ）のしらべ 新たなひびき～,●Brass Ensemble Saturday （ブラス・アンサンブル・サタデー） 第11回定期演奏会 ～古（いにしえ）のしらべ 新たなひびき～2018年12月15日(土)京都市立京都堀川音楽高等学校音楽ホール（京都市地下鉄東西線「二条城前駅」下車 2番出口より徒歩すぐ）新川奈津子： 委嘱新作（初演） （世界初演）  他,http://i-amabile.com/concert/be_saturday11
157,コンサート　横浜 Suono dall'Italia e dal Giappone,1,2018-12-14,コンサート　横浜 Suono dall'Italia e dal Giappone,"●コンサート　横浜 Suono dall'Italia e dal Giappone2018年12月14日(金)サロンテッセラ大原 裕子： New work for accordion, bass clarinet and cello (2018) （世界初演）  他",http://i-amabile.com/concert/concert_yokohama181214
258,洗足学園音楽大学グリーン・タイウインド・アンサンブル グリーン・タイ10周年記念,1,2018-12-11,洗足学園音楽大学グリーン・タイウインド・アンサンブル グリーン・タイ10周年記念,●洗足学園音楽大学グリーン・タイウインド・アンサンブル グリーン・タイ10周年記念2018年12月11日(火)洗足学園音楽大学/前田ホール　ダグラス・ボストック指揮V.ネリベル： S-S-S(砂粒・静けさ・寂しさ) （日本初演）  他,http://i-amabile.com/concert/senzoku_gwe181211
219,伊左治直個展実行委員会 ,1,2018-12-02,伊左治直個展実行委員会 第三回 伊左治直 個展,●伊左治直個展実行委員会 第三回 伊左治直 個展2018年12月2日(日)求道会館伊左治直： 弦楽四重奏曲『縄』 （世界初演）  他,http://i-amabile.com/concert/isajisunao181202
97,東京ユヴェントス・フィルハーモニー 特別演奏会～ルネ・シュタールを迎えて～,1,2018-11-17,東京ユヴェントス・フィルハーモニー 特別演奏会～ルネ・シュタールを迎えて～,●東京ユヴェントス・フィルハーモニー 特別演奏会～ルネ・シュタールを迎えて～2018年11月17日(土)小金井宮地楽器ホール　大ホール　ルネ・シュタール指揮シュタール： Movimientos para Don Jose Haydn Op.8 （日本初演）  他,http://i-amabile.com/concert/keio_youth181117
234,天使の光輪,1,2018-10-31,天使の光輪,●天使の光輪2018年10月31日(水)日本福音ルーテル東京教会幸也（自作自演）： 天使の世界 （世界初演）  他,http://i-amabile.com/concert/concert181031
222,目白フィルハーモニー管弦楽団 ,1,2018-10-21,目白フィルハーモニー管弦楽団 第1回演奏会,●目白フィルハーモニー管弦楽団 第1回演奏会2018年10月21日(日)調布グリーンホール　大ホール　小林雄太指揮上野友裕： 新作（題名未定） （世界初演）  他,http://i-amabile.com/concert/mejiro_po1
